submission_id,question,response1,sentence_left,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name
581,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,no,2,NA,sarah,1,NA,NA,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",32,building,NA,NA,NA,NA,graduated_college,NA,comp_class_warmup,english,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571236732868,1,NA,5,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
581,NA,insect,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,sarah,NA,eagle,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,NA,english,male,NA,birds,NA,1,1571236732868,1,This is an,5,These are both,eagle,NA,NA,warmup1
581,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,sarah,NA,eagle,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,NA,english,male,NA,birds,NA,1,1571236732868,2,This is an,5,These are both,eagle,NA,NA,warmup1
581,NA,puppy,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,sarah,NA,great dane,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/pug.jpg,animals,graduated_college,NA,NA,english,male,NA,dogs,NA,2,1571236732868,1,This is a,5,These are both,dogg,NA,NA,warmup1
581,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,sarah,NA,great dane,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,NA,english,male,NA,dogs,NA,2,1571236732868,2,This is a,5,These are both,great dane,NA,NA,warmup1
581,NA,pug,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,2,dogs,sarah,NA,doberman,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,NA,english,male,NA,dogs,NA,3,1571236732868,1,This is a,5,These are both,doberman,NA,NA,warmup1
581,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,2,dogs,sarah,NA,doberman,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,NA,english,male,NA,dogs,NA,3,1571236732868,2,This is a,5,These are both,doberman,NA,NA,warmup1
581,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-basic.png,13,NA,NA,NA,no,2,dogs1,sarah,NA,NA,0,NA,"You and your friend see another  doberman (not pictured), and your friend says: <br/><b>That's a big dog.</b>",prenominal,NA,32,dogs,NA,0,NA,NA,graduated_college,big,NA,english,male,NA,NA,You and your friend see the following:,1,1571236732868,NA,NA,5,NA,NA,NA,basic,custom_main_text1
581,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-basic.png,13,NA,NA,NA,no,2,birds,sarah,NA,NA,0,NA,"You and your friend see another  hummingbird (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,32,birds,NA,2,NA,NA,graduated_college,small,NA,english,male,NA,NA,You and your friend see the following:,2,1571236732868,NA,NA,5,NA,NA,NA,basic,custom_main_text1
581,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-pug.png,13,NA,NA,NA,no,2,dogs2,sarah,NA,NA,1,NA,"You and your friend see another  pug (not pictured), and your friend says: <br/><b>That's a small pug.</b>",prenominal,NA,32,pugs,NA,1,NA,NA,graduated_college,small,NA,english,male,NA,NA,You and your friend see the following:,3,1571236732868,NA,NA,5,NA,NA,NA,congr,custom_main_text1
581,NA,dolphin,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,sarah,NA,goldfish,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/swordfish.jpg,fishes,graduated_college,NA,NA,english,male,NA,fish,NA,1,1571236732868,1,This is a,5,These are both,fish,NA,NA,warmup2
581,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,sarah,NA,goldfish,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/swordfish.jpg,fishes,graduated_college,NA,NA,english,male,NA,fish,NA,1,1571236732868,2,This is a,5,These are both,goldfish,NA,NA,warmup2
581,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,sarah,NA,goldfish,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,NA,english,male,NA,fish,NA,1,1571236732868,3,This is a,5,These are both,goldfish,NA,NA,warmup2
581,NA,tree,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,sarah,NA,bonsai,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,english,male,NA,trees,NA,2,1571236732868,1,This is a,5,These are both,planty,NA,NA,warmup2
581,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,sarah,NA,bonsai,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,english,male,NA,trees,NA,2,1571236732868,2,This is a,5,These are both,bonsai,NA,NA,warmup2
581,NA,flr,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,2,flowers,sarah,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,NA,english,male,NA,flowers,NA,3,1571236732868,1,This is a,5,These are both,sunflower,NA,NA,warmup2
581,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,2,flowers,sarah,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,32,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,NA,english,male,NA,flowers,NA,3,1571236732868,2,This is a,5,These are both,sunflower,NA,NA,warmup2
581,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-basic.png,13,NA,NA,NA,no,2,fish,sarah,NA,NA,0,NA,"You and your friend see another  swordfish (not pictured), and your friend says: <br/><b>That's a big swordfish.</b>",prenominal,NA,32,fishes,NA,1,NA,NA,graduated_college,big,NA,english,male,NA,NA,You and your friend see the following:,1,1571236732868,NA,NA,5,NA,NA,NA,basic,custom_main_text2
581,What do you think your friend meant?,NA,It is big relative to other,images/tree-parade-redwood.png,13,NA,NA,NA,no,2,trees,sarah,NA,NA,1,NA,"You and your friend see another  redwood (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,32,trees,NA,2,NA,NA,graduated_college,big,NA,english,male,NA,NA,You and your friend see the following:,2,1571236732868,NA,NA,5,NA,NA,NA,congr,custom_main_text2
581,What do you think your friend meant?,NA,It is small relative to other,images/flower-parade-dandelion.png,13,NA,NA,NA,no,2,flowers,sarah,NA,NA,1,NA,"You and your friend see another  dandelion (not pictured), and your friend says: <br/><b>That's a small flower.</b>",prenominal,NA,32,plants,NA,0,NA,NA,graduated_college,small,NA,english,male,NA,NA,You and your friend see the following:,3,1571236732868,NA,NA,5,NA,NA,NA,congr,custom_main_text2
580,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,no,1,NA,barbara,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",35,buildings,none,NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571236832476,1,NA,0.75,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
580,NA,dog,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,1,dogs,barbara,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,1,1571236832476,1,This is a,0.75,These are both,dog,NA,NA,warmup1
580,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,1,dogs,barbara,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,1,1571236832476,2,This is a,0.75,These are both,great dane,NA,NA,warmup1
580,NA,flower,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,1,flowers,barbara,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/dandelion.jpg,flowers,graduated_high_school,NA,NA,English,male,NA,flowers,NA,2,1571236832476,1,This is a,0.75,These are both,sunflower,NA,NA,warmup1
580,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,1,flowers,barbara,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/dandelion.jpg,flowers,graduated_high_school,NA,NA,English,male,NA,flowers,NA,2,1571236832476,2,This is a,0.75,These are both,sunflower,NA,NA,warmup1
580,NA,sailfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,1,fish,barbara,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,NA,English,male,NA,fish,NA,3,1571236832476,1,This is a,0.75,These are both,goldfish,NA,NA,warmup1
580,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,1,fish,barbara,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,NA,English,male,NA,fish,NA,3,1571236832476,2,This is a,0.75,These are both,goldfish,NA,NA,warmup1
580,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-great-dane.png,13,NA,NA,NA,no,1,dogs2,barbara,NA,NA,1,yes,"You and your friend see another  great dane (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,35,dogs,none,2,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,1,1571236832476,NA,NA,0.75,NA,NA,NA,congr,custom_main_text1
580,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-basic.png,13,NA,NA,NA,no,1,fish,barbara,NA,NA,0,yes,"You and your friend see another  goldfish (not pictured), and your friend says: <br/><b>That's a small goldfish.</b>",prenominal,NA,35,goldfish,none,1,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,2,1571236832476,NA,NA,0.75,NA,NA,NA,basic,custom_main_text1
580,What do you think your friend meant?,NA,It is big relative to other,images/flower-parade-basic.png,13,NA,NA,NA,no,1,flowers,barbara,NA,NA,0,yes,"You and your friend see another  sunflower (not pictured), and your friend says: <br/><b>That's a big flower.</b>",prenominal,NA,35,sunflowers,none,0,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,3,1571236832476,NA,NA,0.75,NA,NA,NA,basic,custom_main_text1
580,NA,tree,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,1,trees,barbara,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/sequoia.png,trees,graduated_high_school,NA,NA,English,male,NA,trees,NA,1,1571236832476,1,This is a,0.75,These are both,bonsai,NA,NA,warmup2
580,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,1,trees,barbara,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/sequoia.png,trees,graduated_high_school,NA,NA,English,male,NA,trees,NA,1,1571236832476,2,This is a,0.75,These are both,bonsai,NA,NA,warmup2
580,NA,chow,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,1,dogs,barbara,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,2,1571236832476,1,This is a,0.75,These are both,rottweiler,NA,NA,warmup2
580,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,1,dogs,barbara,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,2,1571236832476,2,This is a,0.75,These are both,doberman,NA,NA,warmup2
580,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,1,birds,barbara,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,English,male,NA,birds,NA,3,1571236832476,1,This is an,0.75,These are both,bald eagle,NA,NA,warmup2
580,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,1,birds,barbara,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,35,NA,none,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,NA,English,male,NA,birds,NA,3,1571236832476,2,This is an,0.75,These are both,eagle,NA,NA,warmup2
580,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-chihuahua.png,13,NA,NA,NA,no,1,dogs1,barbara,NA,NA,1,yes,"You and your friend see another  chihuahua (not pictured), and your friend says: <br/><b>That's a small dog.</b>",prenominal,NA,35,dogs,none,0,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,1,1571236832476,NA,NA,0.75,NA,NA,NA,congr,custom_main_text2
580,What do you think your friend meant?,NA,It is big relative to other,images/bird-parade-basic.png,13,NA,NA,NA,no,1,birds,barbara,NA,NA,0,yes,"You and your friend see another  eagle (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,35,birds,none,2,NA,NA,graduated_high_school,big,NA,English,male,NA,NA,You and your friend see the following:,2,1571236832476,NA,NA,0.75,NA,NA,NA,basic,custom_main_text2
580,What do you think your friend meant?,NA,It is small relative to other,images/tree-parade-bonsai.png,13,NA,NA,NA,no,1,trees,barbara,NA,NA,1,yes,"You and your friend see another  bonsai (not pictured), and your friend says: <br/><b>That's a small bonsai.</b>",prenominal,NA,35,trees,none,1,NA,NA,graduated_high_school,small,NA,English,male,NA,NA,You and your friend see the following:,3,1571236832476,NA,NA,0.75,NA,NA,NA,congr,custom_main_text2
579,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,no,2,NA,patricia,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",31,buildings,n/a,NA,NA,NA,some_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571236819757,1,NA,1,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
579,NA,small dog,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571236819757,1,This is a,1,These are both,big dog,NA,NA,warmup1
579,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571236819757,2,This is a,1,These are both,great dane,NA,NA,warmup1
579,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,2,flowers,patricia,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,female,NA,flowers,NA,2,1571236819757,1,This is a,1,These are both,sunflower,NA,NA,warmup1
579,NA,redwood,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,patricia,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,3,1571236819757,1,This is a,1,These are both,bonsai,NA,NA,warmup1
579,What do you think your friend meant?,NA,It is small relative to other,images/tree-parade-basic.png,13,NA,NA,NA,no,2,trees,patricia,NA,NA,0,yes,"You and your friend see another  bonsai (not pictured), and your friend says: <br/><b>That's a small bonsai.</b>",prenominal,NA,31,trees,n/a,1,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see the following:,1,1571236819757,NA,NA,1,NA,NA,NA,basic,custom_main_text1
579,What do you think your friend meant?,NA,It is big relative to other,images/flower-parade-basic.png,13,NA,NA,NA,no,2,flowers,patricia,NA,NA,0,yes,"You and your friend see another  sunflower (not pictured), and your friend says: <br/><b>That's a big one.</b>",prenominal,NA,31,flowers,n/a,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see the following:,2,1571236819757,NA,NA,1,NA,NA,NA,basic,custom_main_text1
579,What do you think your friend meant?,NA,It is small relative to other,images/dog-parade-basic2.png,13,NA,NA,NA,no,2,dogs2,patricia,NA,NA,0,yes,"You and your friend see another  pug (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,31,dogs,n/a,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see the following:,3,1571236819757,NA,NA,1,NA,NA,NA,basic,custom_main_text1
579,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,2,dogs,patricia,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571236819757,1,This is a,1,These are both,doberman,NA,NA,warmup2
579,NA,marlin,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,2,1571236819757,1,This is a,1,These are both,goldfish,NA,NA,warmup2
579,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,2,1571236819757,2,This is a,1,These are both,goldfish,NA,NA,warmup2
579,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,31,NA,n/a,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,female,NA,birds,NA,3,1571236819757,1,This is an,1,These are both,eagle,NA,NA,warmup2
579,What do you think your friend meant?,NA,It is big relative to other,images/bird-parade-eagle.png,13,NA,NA,NA,no,2,birds,patricia,NA,NA,1,yes,"You and your friend see another  eagle (not pictured), and your friend says: <br/><b>That's a big eagle.</b>",prenominal,NA,31,birds,n/a,1,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see the following:,1,1571236819757,NA,NA,1,NA,NA,NA,congr,custom_main_text2
579,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-doberman.png,13,NA,NA,NA,no,2,dogs1,patricia,NA,NA,1,yes,"You and your friend see another  doberman (not pictured), and your friend says: <br/><b>That's a big dog.</b>",prenominal,NA,31,dogs,n/a,0,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see the following:,2,1571236819757,NA,NA,1,NA,NA,NA,congr,custom_main_text2
579,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-goldfish.png,13,NA,NA,NA,no,2,fish,patricia,NA,NA,1,yes,"You and your friend see another  goldfish (not pictured), and your friend says: <br/><b>That's a small fish.</b>",prenominal,NA,31,fish,n/a,0,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see the following:,3,1571236819757,NA,NA,1,NA,NA,NA,congr,custom_main_text2
577,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,13,NA,NA,NA,no,2,NA,jennifer,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",26,buildings,NA,NA,NA,NA,some_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571236194150,1,NA,2,NA,NA,"buildings, scyscrapers, houses, constructions (choose one)",NA,comp_class_warmup
577,NA,chihuahua,NA,NA,13,warmup/doberman.png,chihuahua,This is a,no,2,dogs,jennifer,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571236194150,1,This is a,2,These are both,doberman,NA,NA,warmup1
577,NA,sequoia,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,jennifer,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,2,1571236194150,1,This is a,2,These are both,bonzai,NA,NA,warmup1
577,NA,sequoia,NA,NA,13,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,jennifer,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,2,1571236194150,2,This is a,2,These are both,bonsai,NA,NA,warmup1
577,NA,hummingbird,NA,NA,13,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,jennifer,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,female,NA,birds,NA,3,1571236194150,1,This is an,2,These are both,eagle,NA,NA,warmup1
577,What do you think your friend meant?,NA,It is small relative to other,images/bird-parade-basic.png,13,NA,NA,NA,no,2,birds,jennifer,NA,NA,0,yes,"You and your friend see another  hummingbird (not pictured), and your friend says: <br/><b>That's a small one.</b>",prenominal,NA,26,birds,NA,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see the following:,1,1571236194150,NA,NA,2,NA,NA,NA,basic,custom_main_text1
577,What do you think your friend meant?,NA,It is big relative to other,images/dog-parade-basic.png,13,NA,NA,NA,no,2,dogs1,jennifer,NA,NA,0,yes,"You and your friend see another  doberman (not pictured), and your friend says: <br/><b>That's a big doberman.</b>",prenominal,NA,26,dogs,NA,1,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see the following:,2,1571236194150,NA,NA,2,NA,NA,NA,basic,custom_main_text1
577,What do you think your friend meant?,NA,It is big relative to other,images/tree-parade-redwood.png,13,NA,NA,NA,no,2,trees,jennifer,NA,NA,1,yes,"You and your friend see another  redwood (not pictured), and your friend says: <br/><b>That's a big redwood.</b>",prenominal,NA,26,trees,NA,1,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see the following:,3,1571236194150,NA,NA,2,NA,NA,NA,congr,custom_main_text1
577,NA,pug,NA,NA,13,warmup/great-dane.jpg,pug,This is a,no,2,dogs,jennifer,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571236194150,1,This is a,2,These are both,great dane,NA,NA,warmup2
577,NA,dandelion,NA,NA,13,warmup/sunflower.png,dandelion,This is a,no,2,flowers,jennifer,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,female,NA,flowers,NA,2,1571236194150,1,This is a,2,These are both,sunflower,NA,NA,warmup2
577,NA,swordfish,NA,NA,13,warmup/goldfish.png,swordfish,This is a,no,2,fish,jennifer,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,26,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,3,1571236194150,1,This is a,2,These are both,goldfish,NA,NA,warmup2
